"","id","creator","date","publisher","subject1","title"
"3042","lartenellindustr02mela","Melani, Alfredo, b. 1859",1907,"Milano : F. Vallardi","Decoration and ornament","L'arte nell'industria : lavori di legno e pastiglia, lavori di metallo, lavori di pietra, marmo, alabastro, ceramica, musaico, vetro, lavori di osso e avorio, lavori tessili, carte da parati e cuoi decorati, ricami, pizzi, cartelloni, stampe, ecc."
"3043","lartenellindustr03mela","Melani, Alfredo, b. 1859",1907,"Milano : F. Vallardi","Decoration and ornament","L'arte nell'industria : lavori di legno e pastiglia, lavori di metallo, lavori di pietra, marmo, alabastro, ceramica, musaico, vetro, lavori di osso e avorio, lavori tessili, carte da parati e cuoi decorati, ricami, pizzi, cartelloni, stampe, ecc."
"3044","lartetltatenfran00lar","Larroumet, Gustave",1895,"Paris : Hachette","Art, French","L'art et l'état en France"
"3045","lartreligieuxdel00mleem","Mâle, Emile, 1862-1954",1908,"Paris, Librairie A. Colin","Art, French","L'art religieux de la fin du moyen âge en France; étude sur l'iconographie du moyen âge et sur ses sources d'inspiration;"
"3046","lasartespopulare02atld","Atl, Dr., 1875-1964",1921,"México : ""Cultura""","Decorative arts","Las artes populares en Mexico"
"3047","lasculptureafric00eins","Einstein, Carl, 1885-1940",1922,"Paris : G. Crès",NA,"La sculpture africaine"
"3048","laserrurerie00hava","Havard, Henry, 1838-1921",1921,"Paris : Delagrave",NA,"La serrurerie"
"3049","lasrazasenlimaes00leng","León García, Enrique, 1870-",1909,"[Lima : Sanmartí]",NA,"Las razas en Lima; estudio demográfico"
"3050","lasrelacionespre00uhle","Uhle, Max, 1856-1944",1912,"Buenos Aires : Impr. de Coni hnos.","Indians of South America","Las relaciones prehistóricas entre el Perú y la Argentina"
"3051","lasruinasdetinti00boma","Boman, Eric, 1867-1924",1916,"Buenos Aires, Impr. de Coni hermanos",NA,"Las ruinas de Tinti en el valle de Lerma (provincia de Salta)"
"3052","lassautdespaysng00lebl","Leblond, Georges, 1852-1924",1884,"Paris : A l'Oeuvre des Écoles d'Orient",NA,"A l'assaut des pays nègres : journal des missionnaires d'Alger dans l'Afrique équatoriale"
"3053","lastjournalsofda01livi",NA,1874,"London : J. Murray","Livingstone, David, 1813-1873","The last journals of David Livingstone in Central Africa, from 1865 to his death : continued by a narrative of his last moments and sufferings, obtained from his faithful servants, Chuma and Susi"
"3054","lastjournalsofda02livi",NA,1874,"London : J. Murray","Livingstone, David, 1813-1873","The last journals of David Livingstone in Central Africa, from 1865 to his death : continued by a narrative of his last moments and sufferings, obtained from his faithful servants, Chuma and Susi"
"3055","latapisseriedela00garn","Garnier, Ch",1914,"[France : s.n.]",NA,"La tapisserie de la reine Mathilde : notice historique et descriptive = Queen Matilda's tapestry : an historical and descriptive notice"
"3056","latestviewsofwas00lhne","L.H. Nelson Company",1909,"Portland, Me. : L. H. Nelson Co.",NA,"The latest views of Washington"
"3057","latinameri00shep","Shepherd, William R. (William Robert), 1871-1934",1914,"New York : H. Holt and Company; [etc., etc.]",NA,"Latin America"
"3058","laventehamilton00eude",NA,1883,"Paris, G. Charpentier",NA,"La vente Hamilton"
"3059","laveraperfezione00osta","Ostaus, Giovanni",1909,"Bergamo, Istituto italiano d'arti grafiche",NA,"La vera perfezione del disegno per punti e recami; riproduzione della edizione di Venezia del 1561 dall'esemplare della Biblioteca Corsiniana in Roma"
"3060","laverrerieengaul00mori","Morin-Jean, Jean Alexis Joseph Morin, called, 1877-",1913,"Paris, H. Laurens","Glassware","La verrerie en Gaule sous l'Empire romain; essai de morphologie et de chronologie"
"3061","lavnrablemar00qu",NA,1922,"[Québec : Action Sociale]",NA,"La Vénérable Marie de l'Incarnation et son oeuvre dans le Nouveau Monde"
"3062","lawsofpiquetadop00cavendi","Cavendish, 1831-1899",1892,"London : T. De La Rue",NA,"The laws of piquet : adopted by the Portland and Turf clubs with a treatise on the game"
"3063","lawsofwhistallim00mcin",NA,1887,"Utica, N.Y. : L.C. Childs & Son, printers",NA,"The laws of whist : all the important decisions made in England, France and the United States ... : the system of combination of forces ... : combined with the general rules of the etiquette of the game"
"3064","LBernheimerMuni00LBer","L. Bernheimer (Firm)",NA,"München : L. Bernheimer","Art collections","L. Bernheimer, Munich"
"3065","lbnisterie00hava","Havard, Henry, 1838-1921",1897,"Paris : C. Delgrave",NA,"L'ébénisterie"
"3066","leadpencilmanufa00fabe","Faber-Castell (Firm)",1865,"Nürnberg : Sebald","Faber-Castell (Firm)","The lead pencil manufactory of A.W. Faber at Stein near Nürnberg, Bavaria : an historical sketch"
"3067","leatherindecorat00coop","Cooper Union Museum for the Arts of Decoration",1950,"[New York]",NA,"Leather in the decorative arts"
"3068","leatherwork00wils",NA,1908,"New York, M.B. Willcox",NA,"Leather work"
"3069","leboutontraversl00prag","Prague. Waldes museum",1920,"Prague-Vrsovice : Musée Waldès","Prague. Waldes museum","Le bouton à travers les siècles"
"3070","lecercledumoyenl00brue","Bruel, Georges, b. 1871",1905,"Paris : Publication du Comité de l'Afrique française","French","Le cercle du Moyen-Logone"
"3071","lecolonelhenry00burn","Burnard, Auguste, 1857-",1906,"Lausanne : Impr. L. Vincent","Bouquet, Henry, 1719-1765","Le Colonel Henry Bouquet, vainqueur des Peaux-Rouges de l'Ohio"
"3072","lecongobelgeinit00bert","Bertrand, Jean",1909,"Bruxelles : A. De Boeck",NA,"Le Congo belge : initiation à la colonisation nationale"
"3073","lecongobelgenote00vaut","Vauthier, René",1900,"Bruxelles : J. Lebégue",NA,"Le Congo belge : notes et impressions"
"3074","lecongofranai00chal","Challaye, Félicien, 1875-",1906,"Paris : [s.n.]",NA,"Le Congo français"
"3075","lecongofranaisil00goch","Gochet, Alexis Marie, 1835-1910",1890,"Paris : Procure générale",NA,"Le Congo français illustré : géographie, ethnographie et histoire générale des découvertes dan le Bassin du Congo"
"3076","lecongohistoriqu00chap","Chapaux, Albert, 1867-1900",1894,"Bruxelles, C. Rozez",NA,"... Le Congo, historique, diplomatique, physique, politique, économique, humanitaire & colonial, ouvrage contenant une grande carte en quatre feuilles, tirée en couleurs"
"3077","lecongoillustr11892brux",NA,1891,"Bruxelles : [s.n.]",NA,"Le Congo illustré"
"3078","lecongoillustr31894brux",NA,1891,"Bruxelles : [s.n.]",NA,"Le Congo illustré"
"3079","lecostumeenorien00tilk","Tilke, Max, 1869-1942",1922,"Paris : Gaston Hue",NA,"Le costume en Orient. 128 planches avec texte explicatif"
"3080","lecostumeenprove00roux",NA,1909,"Paris, Bloud",NA,"Le costume en Provence"
"3081","lecostumehistori01raci","Racinet, A. (Auguste), 1825-1893",1888,"Paris, Firmin-Didot et cie","Costume","Le costume historique. Cinq cents planches, trois cents en couleurs, or et argent, deux cents en camaieu. Types principaux du vêtement et de la parure, rapprochés de ceux de l'intérieur de l'habitation dans tous les temps et chez tous les peuples, avec de nombreux détails sur le mobilier, les armes, les objets usuels, les moyens de transport, etc"
"3082","lecostumehistori02raci","Racinet, A. (Auguste), 1825-1893",1888,"Paris, Firmin-Didot et cie","Costume","Le costume historique. Cinq cents planches, trois cents en couleurs, or et argent, deux cents en camaieu. Types principaux du vêtement et de la parure, rapprochés de ceux de l'intérieur de l'habitation dans tous les temps et chez tous les peuples, avec de nombreux détails sur le mobilier, les armes, les objets usuels, les moyens de transport, etc"
"3083","lecostumehistori03raci","Racinet, A. (Auguste), 1825-1893",1888,"Paris, Firmin-Didot et cie","Costume","Le costume historique. Cinq cents planches, trois cents en couleurs, or et argent, deux cents en camaieu. Types principaux du vêtement et de la parure, rapprochés de ceux de l'intérieur de l'habitation dans tous les temps et chez tous les peuples, avec de nombreux détails sur le mobilier, les armes, les objets usuels, les moyens de transport, etc"
"3084","lecostumehistori04raci","Racinet, A. (Auguste), 1825-1893",1888,"Paris, Firmin-Didot et cie","Costume","Le costume historique. Cinq cents planches, trois cents en couleurs, or et argent, deux cents en camaieu. Types principaux du vêtement et de la parure, rapprochés de ceux de l'intérieur de l'habitation dans tous les temps et chez tous les peuples, avec de nombreux détails sur le mobilier, les armes, les objets usuels, les moyens de transport, etc"
"3085","lecostumehistori05raci","Racinet, A. (Auguste), 1825-1893",1888,"Paris, Firmin-Didot et cie","Costume","Le costume historique. Cinq cents planches, trois cents en couleurs, or et argent, deux cents en camaieu. Types principaux du vêtement et de la parure, rapprochés de ceux de l'intérieur de l'habitation dans tous les temps et chez tous les peuples, avec de nombreux détails sur le mobilier, les armes, les objets usuels, les moyens de transport, etc"
"3086","lecostumehistori06raci","Racinet, A. (Auguste), 1825-1893",1888,"Paris, Firmin-Didot et cie","Costume","Le costume historique. Cinq cents planches, trois cents en couleurs, or et argent, deux cents en camaieu. Types principaux du vêtement et de la parure, rapprochés de ceux de l'intérieur de l'habitation dans tous les temps et chez tous les peuples, avec de nombreux détails sur le mobilier, les armes, les objets usuels, les moyens de transport, etc"
"3087","lecostumelesarme01hott","Hottenroth, Friedrich, b. 1840",1896,"Paris : A. Guérinet","Costume","Le costume, les armes, les bijoux, la céramique, les ustensiles, outils, objets mobiliers, etc. : chez les peuples anciens et modernes"
"3088","lecostumelesarme02hott","Hottenroth, Friedrich, b. 1840",1896,"Paris : A. Guérinet","Costume","Le costume, les armes, les bijoux, la céramique, les ustensiles, outils, objets mobiliers, etc. : chez les peuples anciens et modernes"
"3089","LectionesCutler00Hook",NA,1679,"London : Printed for John Martyn, printer to the Royal Society, at the Bell in S. Pauls Church-yard","Science","Lectiones Cutlerianae, or A collection of lectures, physical, mechanical, geographical & astronomical : made before the Royal Society on several occasions at Gresham Colledge [i.e. College] : to which are added divers miscellaneous discourses"
"3090","lectureonstained00bell","Bell, Robert Anning, 1863-1933",1922,"South Kensington, [London] : Royal College of Art",NA,"A lecture on stained glass"
"3091","Lecturesonarten00Land","Landseer, John, 1769-1852",1807,"London : Longman, Hurst, Rees and Orme",NA,"Lectures on the art of engraving : delivered at the Royal Institution of Great Britain"
"3092","ledsertetlesud00esca","Escayrac de Lauture, Pierre-Henri-Stanislas d', 1826-1868",1853,"Paris, J. Dumaine [etc.]",NA,"Le désert et le Sudan"
"3093","lefiletbrod00dill",NA,1900,"Mulhouse, France : Dollfus-Mieg & Cie",NA,"Le Filet brodé"
"3094","lefiletguipure00dill","Dillmont, Thérèse de, 1846-1890",1870,"Mulhouse, France : Dollfus-Mieg",NA,"Le filet-guipure"
"3095","lefiletrichelieu00dill","Dillmont, Thérèse de, 1846-1890",1800,"Mulhouse : T. de Dillmont",NA,"Le filet-Richelieu"
"3096","lehautevolta00comm","Commissariat de l'Afrique occidentale française",1922,"Montauban [France] : Impr. coopérative Barrier",NA,"Le Haute-Volta"
"3097","lelivredescollec00maze","Maze-Sencier, Alph",1885,"Paris : Librairie Renouard",NA,"Le livre des collectionneurs"
"3098","lemarocartistiqu00pari",NA,1917,"Paris : L'Art et les artistes","Art","Le Maroc artistique"
"3099","lemusedelunion00vaud","Vaudoyer, Jean-Louis, b. 1883",1920,"Paris, Edition de la Revue de l'art ancien et moderne",NA,"Le musée de l'Union centrale des arts décoratifs au pavillon de Marsan"
"3100","lemusedetoulou01rach",NA,1906,"Toulouse : E. Privat","Musée de Toulouse","Le Musée de Toulouse : peinture-sculpture"
"3101","lemusedetoulou02rach",NA,1906,"Toulouse : E. Privat","Musée de Toulouse","Le Musée de Toulouse : peinture-sculpture"
"3102","lemusehistoriq00lyon",NA,1902,"Lyon, A. Rey","Decoration and ornament","Le Musée historique des tissus de la Chambre de commerce de Lyon; précis historique de l'art de décorer les étoffes et catalogue sommaire"
"3103","lemusertrospecti00baps",NA,1881,"Paris : A. Quantin","Metal-work","Le musée rétrospectif du métal à l'Exposition de l'union centrale des beaux-arts, 1880"
"3104","lenguasargentina00dorb","D'Orbigny, M. S",1896,"Buenos Aires, : Impr. Roma de Juan Carbone",NA,"Lenguas argentinas grupo mataco-mataguayo del chaco : dialecto vejoz vocabulario y apuntes"
"3105","lenguasargentina00lafo",NA,1896,"Buenos Aires, Impr. de P. E. Coni",NA,"Lenguas argentinas. Idioma abipón; ensayo fundado sobre el ""De Abiponibus"" de Dobrizhoffer y los manuscritos del padre J. Brigniel, S. J. con introducción, mapas, notas y apéndices"
"3106","leonbattistaalbe00lond","Londi, Emilio",1906,"Firenze : Alfani e Venturi","Alberti, Leon Battista, 1404-1472","Leon Battista Alberti, architetto"
"3107","lepaysdesmangbet00chri",NA,1896,"Bruxelles : Impr. van Campenhout Frères & Soeur","Mangbetu (African people)","Le pays des Mangbettus : causerie faite aux membres du Cercle, le 28 Novembre 1896"
"3108","lepoinctdefran00lapr",NA,1905,"Paris : L. Laveur",NA,"Le poinct de France et les centres dentelliers au XVIIe et au XVIIIe siècles; ouvrage orné de quarante-trois illustrations"
"3109","lermyanadev01valm","Valmiki",1903,"Paris : J. Maisonneuve",NA,"Le Râmâyana de Vâlmâki"
"3110","lermyanadev02valm","Valmiki",1903,"Paris : J. Maisonneuve",NA,"Le Râmâyana de Vâlmâki"
"3111","lermyanadev03valm","Valmiki",1903,"Paris : J. Maisonneuve",NA,"Le Râmâyana de Vâlmâki"
"3112","lesababua00halk",NA,1910,"Bruxelles : A. Dewit [et] Office international de bibliographie","Ethnology","Les Ababua"
"3113","lesaharafranaisc00biss","Bissuel, H. (Henri)",1891,"Alger : Jourdan",NA,"Le Sahara français : conférence sur les questions sahariennes faite les 21 et 31 mars 1891 a les officiers de la garnison de Médéa"
"3114","lesartistesdco01vial",NA,1912,"Paris, Bibliothèque d'art et d'archéologie","Woodworkers","Les artistes décorateurs du bois; répertoire alphabétique des ébénistes, menuisiers sculpteurs, doreurs sur bois, etc., ayant travaillé en France aux XVIIe et XVIIIe siècles"
"3115","lesartistesdco02vial",NA,1912,"Paris, Bibliothèque d'art et d'archéologie","Woodworkers","Les artistes décorateurs du bois; répertoire alphabétique des ébénistes, menuisiers sculpteurs, doreurs sur bois, etc., ayant travaillé en France aux XVIIe et XVIIIe siècles"
"3116","lesartsaumoyenge01duso",NA,1838,"Paris, Hòtel de Cluny [etc.]","Musée de Cluny","Les arts au moyen àge, en ce qui concerne principalement le Palais romain de Paris, l'Hòtel de Cluny, issu de ses ruines, et les objets d'art de la collection classée dans cet hòtel"
"3117","lesartsdumtalorf00moli","Molinier, Emile, 1857-1906",1892,"Paris : Bibliotheque de la Gazette des Beaux-Arts",NA,"Les Arts du métal : (orfevrerie, bijouterie, ferronnerie, bronze) album comprenant 200 gravures"
"3118","lesartsdutissu00cham","Champeaux, Alfred de, 1833-1903",1890,"Paris, J. Rouam & cie",NA,"Les arts du tissu; étoffes, tapisseries, broderies, dentelles, reliures"
"3119","lesbalubacongob02coll",NA,1913,"Bruxelles, A. Dewit [etc.]",NA,"Les Baluba (Congo Belge)"
"3120","lesbalubacongobe01coll",NA,1913,"Bruxelles, A. Dewit [etc.]",NA,"Les Baluba (Congo Belge)"
"3121","lesbassoutosouvi00casa","Casalis, Eugène Arnaud, b. 1812",1859,"Paris, C. Meyrueis et cie",NA,"Les Bassoutos; ou, Vingt-trois années de séjour et d'observations au sud de l'Afrique"
"3122","lesbijouxanciens00font","Fontenay, Eugène",1887,"Paris, Maison Quantin","Jewelry","Les bijoux, anciens et modernes"
"3123","lesbronzesdartet00hava",NA,1921,"Paris, Delagrave",NA,"Les bronzes d'art et d'ameublement ;"
"3124","leschasseursdivo00bail","Bailleul, L",1876,"Paris : T. Lefèvre",NA,"Les chasseurs d'ivoire"
"3125","lescolesprofessi00buys","Buyse, Omer, b. 1865",1896,"Schaerbeek-Bruxelles : O. Buyse","Industrial arts","Les écoles professionnelles et les écoles d'art industriel en Allemagne et en Autriche : le dessin dans les écoles primaires et moyennes : missions et études à Hambourg, Hannovre, Iserlohn, Remscheid (Westphalie), Vienne, Dresde, Munich, Dusseldorf, Berlin, Leipsig"
"3126","lescollectionsde00font","Fontaine, André",1910,"Paris : H. Laurens",NA,"Les collections de l'Académie royale de peinture et de sculpture"
"3127","lescoloniesfran01henr",NA,1889,"Paris : Quantin",NA,"Les colonies françaises;"
"3128","lescoloniesfran06henr",NA,1889,"Paris : Quantin",NA,"Les colonies françaises;"
"3129","lescoloniesfrana04henr",NA,1889,"Paris : Quantin",NA,"Les colonies françaises;"
"3130","lescoloniesfrana05henr",NA,1889,"Paris : Quantin",NA,"Les colonies françaises;"
"3131","lescongolaisleur00goch","Gochet, Alexis Marie, 1835-1910",1890,"Liège : H. Dessain",NA,"Les Congolais : leurs moeurs et usages : histoire, géographie et ethnographie de l'état indépendant du Congo"
"3132","lescontresmystri00tiss",NA,1884,"Paris : Firmin-Didot",NA,"Les contrées mystérieuses et les peuples inconnus"
"3133","lescoutumesindig00cloz","Clozel, F.-J. (François-Joseph), 1860-1918",1902,"Paris : A. Challamel",NA,"Les coutumes indigènes de la Còte d'Ivoire. Documents publiés avec une introduction et des notes"
"3134","lesecondlivredes00auri","Auriol, George, 1863-1938",1908,"Paris, H. Floury",NA,"Le second livre des monogrammes, marques, cachets et es libris"
"3135","lesexplorationsa00ance",NA,1886,"Paris, Maisonneuve frères et Ch. Leclerc",NA,"Les explorations au Sénégal et dans les contrées voisines depuis l'antiquité jusqu'à nos jours"
"3136","lesfaencesancie00mare","Mareschal, Auguste Alexandre, b. 1822",1874,"Paris : E. Delaroque","Faience","Les faïences anciennes & modernes : leurs marques & decors"
"3137","lesfalsification00raay","Raay, Léon de",1909,"[Amsterdam] : N. Yaar",NA,"Les falsifications du Transvaal"
"3138","lesfemmesaucongo00cast","Castellani, Charles Jules, 1842-",1898,"Paris, E. Flammarion",NA,"Les femmes au Congo"
"3139","lesfranaisauxcol00sarz","Sarzeau, J., commandant, pseud",1897,"Paris, Bloud & Barral",NA,"Les Français aux colonies. Sénégal et Soudan français, Dahomey, Madagascar, Tunisie"
"3140","lesgowouchasseur00dupu","Dupuis-Yakouba, A. (Auguste), b. 1865",1911,"Paris : E. Leroux",NA,"Les Gow; ou chasseurs du Niger; légendes songaï de la région de Tombouctou"
"3141","lesindustriesart00marc","Marcel, Pierre, 1878-",1900,"Paris, Schleicher",NA,"Les industries artistiques, avec 128 figures dans le texte;"
"3142","lesindustriesdel00pari","Pariset, Ernst, 1826-1912",1890,"Lyon, Pitrat ainé",NA,"Les industries de la soie: sériculture, filature, moulinage, tissage, tenture; histoire & statistique"
"3143","leslesapeupladed00baey","Baeyens, M",1914,"Bruxelles : Vromant & Co.",NA,"Les Lesa : peuplade du Congo belge : notes ethnographiques"
"3144","leslgancesde00gran","Grand-Carteret, John, 1850-1927",1911,"Paris, A. Michel","Costume","Les élégances de la toilette: robes--chapeaux--coiffures de style, Louis XVI--directoire--empire--restauration (1780-1825)"
"3145","lesmarotstudegog00begu","Beguin, Eugène",1903,"Lausanne : Libr. Benda ; Fontaines : Ed. Sack",NA,"Les Ma-Rotsé : étude géographique et ethnographique du Haut-Zambèze .."
"3146","lesmauresdelafri00poul","Poulet, G. (Georges), b. 1859",1904,"Paris : A. Challamel","Ethnology","Les Maures de l'Afrique occidentale française"
"3147","lesmauxdepetit01mus","Musée du Louvre",1862,"Paris, Blaisot",NA,"Les émaux de Petitot du Musée imperial du Louvre. Portraits de personnages historiques et de femmes célèbres du siècle de Louis XIV"
"3148","lesmauxdepetit02mus","Musée du Louvre",1862,"Paris, Blaisot",NA,"Les émaux de Petitot du Musée imperial du Louvre. Portraits de personnages historiques et de femmes célèbres du siècle de Louis XIV"
"3149","lesmerveillesdel02jacq","Jacquemart, Albert, 1808-1875",1868,"Paris, L. Hachette et cie","Pottery","Les merveilles de la céramique; ou, L'art de façonner et décorer les vases en terre cuite, faïence, grès et porcelaine, depuis les temps antiques jusqua'à nos jours"
"3150","lesmerveillesdel03jacq","Jacquemart, Albert, 1808-1875",1868,"Paris, L. Hachette et cie","Pottery","Les merveilles de la céramique; ou, L'art de façonner et décorer les vases en terre cuite, faïence, grès et porcelaine, depuis les temps antiques jusqua'à nos jours"
"3151","lesmonumentsarab00mara",NA,1903,"Paris : A. Fontemoing","Architecture","Les monuments arabes de Tlemcen"
"3152","lesmusesdallem00mich","Michel, Emile, 1828-1909",1886,"Paris : Librairie de l'Art","Museums","Les musées d'Allemagne : Cologne - Munich - Cassel"
"3153","lesmusesdelavi00desp","Despatys, Pierre",1901,"Paris : Librarie artistique : Ch. Tallandier",NA,"Les musées de la Ville de Paris"
"3154","lesmusesdemadrid00lefo","Lefort, Paul, 1829-1904",1896,"Paris : Aux Bureau de la Gazette des Beaux-Arts","Museo de Prado","Les Musées de Madrid : Le Prado, San Fernando, L'Armeria"
"3155","lesmusesdeurop00geff","Geffroy, Gustave, 1855-1926",1900,"Paris, Nilsson, P. Lamm, succr","Musée du Louvre","Les musées d'Europe. La sculpture au Louvre;"
"3156","lesngaletles01gaff","Gaffarel, Paul Louis Jacques, 1843-1920",1898,"Paris : Ch. Delagrave",NA,"Le Sénégal et le Soudan français"
"3157","lesngresdafrique00over","Overbergh, Cyrille van",1913,"Bruxelles, A. Dewit","Ethnology","Les nègres d'Afrique, (géographie humaine)"
"3158","lesoriginesdelas00gira","Giraud, Jean Baptiste, 1844-",1883,"Lyon",NA,"Les origines de la soie, son histoire chez les peuples de l'Orient"
"3159","lesportraitsdant00guimete","Guimet, Emile, 1836-1918",1912,"Paris : Hatchette",NA,"Les portraits d'Antinoé au Musée Guimet"
"3160","lespossessionses00sore","Sorela, Lieut",1884,"Paris",NA,"Les possessions Espagnoles du Golfe de Guinee, leur present et leur avenir"
"3161","lespostessuisses00swit","Switzerland. Generaldirection der Postverwaltung",1914,"Zofingue [Switzerland] : Ringier",NA,"Les Postes suisses : leur développement jusqu'en 1912"
"3162","lespygmes00quat","Quatrefages de Bréan, Armand, i.e. Jean Louis Armand de, 1810-1892",1887,"Paris : J.-B. Bailliere et fils",NA,"Les pygmées"
"3163","lesriviresdusu00mach","Machat, J",1905,"Paris : A. Challamel","Physical geography","Les rivières du Sud et le Fouta-Diallon (Guinée française) : essai de synthese des documents imprimés concernant la géographie physique & les civilisations indigenes de ces pays"
"3164","lessurchargesdem00fayo","Fayolle, comte de",1913,"Amiens : Yvert",NA,"Les surcharges de Mytilene"
"3165","lestableauxtisss00lero",NA,1922,"[Lyon?] : Société des dessinateurs lyonnais","Fabrique lyonnaise","Les Tableaux tissés de la Fabrique lyonnaise : exposition, grand salon de la bibliothèque, 1922"
"3166","lestapisseries00muse",NA,1910,"Bruxelles, Vromant & Co.",NA,"Les tapisseries"
"3167","lestimbresdalban00reni","Renieu, Lionel",1915,"Bruxelles : La Revue Postale et l'Annonce Timbrologique Réunies",NA,"Les timbres d'Albanie depuis l'origine jusqu'a la guerre"
"3168","lestimbresdebelg00moen","Moens, J. B. (Jean Baptiste), b. 1833",1880,"Bruxelles : Au Bureau du Journal le Timbre-Poste, J.B. Moens","Postage stamps","Les timbres de Belgique depuis leur origine jusqu'á nos jours"
"3169","lestimbresdegamb00melv",NA,1914,"Paris : Édition des publications modernes",NA,"Les timbres de Gambie"
"3170","lestimbresdelemi00brun","Brunel, Georges, b. 1861",1921,"Bischwiller (Alsace) : L. Schneider",NA,"Les timbres de l'emission de Bordeaux"
"3171","lestimbresdemaur00moen","Moens, J. B. (Jean Baptiste), b. 1833",1878,"Bruxelles : Moens",NA,"Les timbres de Maurice depuis leur origine jusqu'a nos jours"
"3172","lestimbresdenata00walk",NA,1883,"Bruxelles : J.-B. Moens",NA,"Les timbres de Natal"
"3173","lestimbresderuss00moen","Moens, J. B. (Jean Baptiste), b. 1833",1893,"Bruxelles : Moens",NA,"Les timbres de Russie"
"3174","lestimbresposter00kopr","Koprowski, Samuel",1875,"Brussels : J.-B. Moens",NA,"Les Timbres-poste ruraux de russie : nomenclature générale de tous les timbres connus jusqu'a ce jour avec leurs prix de-vente : précédé d'une introduction sur l'histoire des postes rurales, avec notes géographiques et historiques"
"3175","lestimbresposter00moen",NA,1875,"Bruxelles, Moens",NA,"Les timbres-poste ruraux de Russie; nomenclature générale de tous les timbres connus jusqu'a cejour avec leurs prix de vente"
"3176","lestimbrespostes00mira",NA,1898,"Paris : Librairies Impr. Réunies","Postage stamps","Les timbres-poste suisses, 1843-1862"
"3177","lestylelouisxv00jess","Jessen, Peter, 1858-1926",1920,"Paris, A. Guérinet",NA,"Le style Louis XV"
"3178","lesvitraux00mer","Merson, Olivier, 1822-1902",1895,"Paris, Ancienne maison Quantin, Librairies-imprimeries réunies",NA,"Les vitraux"
"3179","letimbrepostefra00brun","Brunel, Georges, b. 1861",1896,"Paris : Librairie Ch. Delagrave",NA,"Le timbre-poste francais : étude historique et anecdotique de la poste et du timbre en France et dans les colonies francais"
"3180","letimbrophilej518681869pa",NA,1864,"Paris : Pierre Mahe","Postage stamps","Le Timbrophile : journal de la collection timbo-postale"
"3181","Letter00Gali",NA,1635,NA,NA,"Letter [manuscript]"
"3182","Letterapermodod00Bene",NA,1581,"In Torino : Appresse gl'heredi del Beuilacqua","Ephemerides","Lettera per modo di discorso"
"3183","letterfromsecre00unit","United States. Dept. of State",1831,"Washington",NA,"Letter from the Secretary of State, transmitting a list of all patents granted by the United States, the acts of Congress relating thereto, and the decisions of courts of the United States under the same"
"3184","letteringinornam00dayl","Day, Lewis Foreman, 1845-1910",1902,"London, B. T. Batsford","Lettering","Lettering in ornament; an enquiry into the decorative use of lettering, past, present, and possible"
"3185","letterofpedrodea00savi",NA,1917,"New York : Museum of the American Indian, Heye Foundation",NA,"A letter of Pedro de Alvarado relating to his expedition to Ecuador"
"3186","lettersfromwilli00fran",NA,1911,"Philadelphia [Printed by J.B. Lippincott]","Franklin, William, 1731-1813","Letters from William Franklin to William Strahan"
"3187","lettersletterin00brow","Brown, Frank Chouteau, 1876-1947",1902,"Boston, Bates & Guild Company","Alphabets","Letters & lettering; a treatise with 200 examples"
"3188","lettersofisaacbo00bobi","Bobin, Isaac",1872,"Albany, N.Y., J. Munsell",NA,"Letters of Isaac Bobin, esq., private secretary of Hon. George Clarke, secretary of the province of New York. 1718-1730"
"3189","letterspapersofj00copl",NA,1914,"[Boston] Massachusetts Historical Society","Artists","Letters & papers of John Singleton Copley and Henry Pelham, 1739-1776"
"3190","letterspapersre00balc",NA,1855,"Philadelphia, Crissy and Markley",NA,"Letters and papers relating chiefly to the Provincial history of Pennsylvania, with some notices of the writers"
"3191","letterssketchesf00kisc","Kisch, Martin Schlesinger, 1884-1909",1910,"London : Chatto & Windus",NA,"Letters & sketches from Northern Nigeria"
"3192","lettertosecretar00nich","Nichols, Effingham H",1871,"Washington",NA,"A letter to the Secretary of the Interior"
"3193","levaisseausgabri00silv","Silva, A. A. B. da",1900,"Paris",NA,"Le Vaisseau S. Gabriel"
"3194","levelsofpennsylv00alle","Allen, Charles",1876,"Harrisburg",NA,"Levels of Pennsylvania"
"3195","levitrailsonhist00otti","Ottin, L , 1836-",1896,"Paris, H. Laurens",NA,"Le vitrail; son histoire, ses manifestations à travers les âges et les peuples"
"3196","levoyagedemonfil00uz",NA,1894,"Paris : Plon, Nourrit",NA,"Le voyage de mon fils au Congo"
"3197","levoyagedepuisle00vuit","Vuitton, Louis",1894,"Paris : E. Dentu","Luggage","Le voyage : depuis les temps les plus reculés jusqu'à nos jours"
"3198","lexpansioncoloni00roug","Rouget, Fernand, b. 1876",1906,"Paris : É. Larose",NA,"L'expansion coloniale au Congo français"
"3199","lexpositiondesbe00salo",NA,1882,"Paris : Librairie d'art L. Baschet","Salon (Exhibition) (1882 : Paris, France)","L'exposition des beaux arts (Salon de 1882) : Comprenant quarante planches en photogravures par Goupil et Cie"
"3200","lexpositionnatio00rgis",NA,1921,"Paris : Françaises réunies",NA,"L'Exposition nationale coloniale de Marseille 1922"
"3201","liberia00john",NA,1907,"Washington : G.P.O.",NA,"Liberia"
